popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
323.546,2478,False,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,419704,False,/5BwqwxMEjeFtdknRV792Svo0K1v.jpg,en,Ad Astra,"[12, 18, 9648, 878, 53]",Ad Astra,6.0,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",2019-09-17
233.733,1864,False,/bB42KDdfWkOvmzmYkmK58ZlCa9P.jpg,512200,False,/hreiLoPysWG79TsyQgMzFKaOTF5.jpg,en,Jumanji: The Next Level,"[28, 12, 35, 14]",Jumanji: The Next Level,6.8,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",2019-12-04
127.227,2591,False,/pjeMs3yqRmFL3giJy4PMXWZTTPa.jpg,330457,False,/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,en,Frozen II,"[12, 16, 10751]",Frozen II,7.0,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20
108.054,2469,False,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,546554,False,/cjTQSwcsfVdirSFSHNBXRGkxmWa.jpg,en,Knives Out,"[35, 80, 18, 9648, 53]",Knives Out,7.8,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",2019-11-27
98.211,9521,False,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,475557,False,/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,en,Joker,"[80, 18, 53]",Joker,8.2,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",2019-10-02
86.08,1575,False,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,290859,False,/riTANvQ8GKmQbgtC1ps3OfkU43A.jpg,en,Terminator: Dark Fate,"[28, 878]",Terminator: Dark Fate,6.2,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",2019-10-23
83.956,16888,False,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,299536,False,/bOGkgRGdhrBYJSLpXaxhXVstddV.jpg,en,Avengers: Infinity War,"[28, 12, 878]",Avengers: Infinity War,8.3,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25
72.97,2944,False,/AuGiPiGMYMkSosOJ3BQjDEAiwtO.jpg,530915,False,/cqa3sa4c4jevgnEJwq3CMF8UfTG.jpg,en,1917,"[28, 18, 10752]",1917,8.0,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",2019-12-10
67.549,2194,False,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,515001,False,/agoBZfL1q5G79SD0npArSlJn8BH.jpg,en,Jojo Rabbit,"[35, 18, 10752]",Jojo Rabbit,8.1,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",2019-10-18
59.776,1713,False,/6ApDtO7xaWAfPqfi2IARXIzj8QS.jpg,359724,False,/n3UanIvmnBlH531pykuzNs4LbH6.jpg,en,Ford v Ferrari,"[28, 18]",Ford v Ferrari,7.8,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",2019-11-13
57.177,1135,False,/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,473033,False,/5qTZGBHJNq6riBliYtOnH4yUN6x.jpg,en,Uncut Gems,"[80, 18, 53]",Uncut Gems,7.2,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",2019-11-14
55.335,4841,False,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,466272,False,/er1S5nJyDSkmy7i2KkPMBjbwK8x.jpg,en,Once Upon a Time… in Hollywood,"[35, 18, 53]",Once Upon a Time… in Hollywood,7.5,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-25
54.99,3051,False,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,181812,False,/jOzrELAzFxtMx2I4uDGHOotdfsS.jpg,en,Star Wars: The Rise of Skywalker,"[28, 12, 878]",Star Wars: The Rise of Skywalker,6.5,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",2019-12-18
53.885,1541,False,/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,338967,False,/3ghImmHdp4RnC3UkL6hpLayclnb.jpg,en,Zombieland: Double Tap,"[28, 35, 27]",Zombieland: Double Tap,6.9,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019-10-09
52.388,6121,False,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,429617,False,/5myQbDzw3l8K9yofUXRJ4UTVgam.jpg,en,Spider-Man: Far from Home,"[28, 12, 878]",Spider-Man: Far from Home,7.5,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",2019-06-28
51.865,1961,False,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,420809,False,/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,en,Maleficent: Mistress of Evil,"[12, 14, 10751]",Maleficent: Mistress of Evil,7.2,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16
50.032,1092,False,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,540901,False,/5GynP6w2OQWSbKnCLHrBIriF4Cw.jpg,en,Hustlers,"[35, 80, 18]",Hustlers,6.3,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,2019-09-12
48.212,4927,False,/3iYQTLGoy7QnjcUYRJy4YrAgGvp.jpg,420817,False,/rVqY0Bo4Npf6EIONUROxjYAJfmD.jpg,en,Aladdin,"[12, 35, 14, 10749, 10751]",Aladdin,7.0,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,2019-05-22
47.264,4577,False,/2bXbqYdUdNVa8VIWXVfclP2ICtT.jpg,420818,False,/nRXO2SnOA75OsWhNhXstHB8ZmI3.jpg,en,The Lion King,"[12, 10751]",The Lion King,7.1,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",2019-07-12
46.177,6411,False,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,324857,False,/uUiId6cG32JSRI6RyBQSvQtLjz2.jpg,en,Spider-Man: Into the Spider-Verse,"[28, 12, 16, 35, 878]",Spider-Man: Into the Spider-Verse,8.4,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",2018-12-06
45.374,5841,False,/5JU9ytZJyR3zmClGmVm9q4Geqbd.jpg,87101,False,/3DmxSJ08m9wwbxwbwHzA4dunGNO.jpg,en,Terminator Genisys,"[878, 28, 53, 12]",Terminator Genisys,5.9,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",2015-06-23
44.98,2038,False,/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,559969,False,/uLXK1LQM28XovWHPao3ViTeggXA.jpg,en,El Camino: A Breaking Bad Movie,"[80, 18, 53, 28]",El Camino: A Breaking Bad Movie,6.9,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",2019-10-11
44.895,1142,False,/p69QzIBbN06aTYqRRiCOY1emNBh.jpg,501170,False,/A1lvRqwbLz0PIs5QyivFVzCarc6.jpg,en,Doctor Sleep,[27],Doctor Sleep,7.1,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers.",2019-10-30
44.085,3943,False,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,458156,False,/stemLQMLDrlpfIlZ5OjllOPT8QX.jpg,en,John Wick: Chapter 3 - Parabellum,"[28, 80, 53]",John Wick: Chapter 3 - Parabellum,7.1,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",2019-05-15
42.813,19816,False,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,118340,False,/kHex2XdOmGtazk1VfJjp4bl7BIc.jpg,en,Guardians of the Galaxy,"[28, 12, 878]",Guardians of the Galaxy,7.9,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",2014-07-30
42.665,2620,False,/kvpNZAQow5es1tSY6XW2jAZuPPG.jpg,384018,False,/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,en,Fast & Furious Presents: Hobbs & Shaw,"[28, 12, 35]",Fast & Furious Presents: Hobbs & Shaw,6.6,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have swapped smacks and bad words. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, both join forces to defeat him. (A spin-off of “The Fate of the Furious,” focusing on Johnson's Luke Hobbs and Statham's Deckard Shaw.)",2019-08-01
40.752,1487,False,/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg,453405,False,/sfW7GcOuwZFuCxVoU5ULlkiDJ7Q.jpg,en,Gemini Man,"[28, 878, 53]",Gemini Man,5.9,"Ageing assassin, Henry Brogen tries to get out of the business but finds himself in the ultimate battle—fighting his own clone who is 25 years younger than him, and at the peak of his abilities.",2019-10-02
40.323,8387,False,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,299537,False,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,en,Captain Marvel,"[28, 12, 878]",Captain Marvel,7.0,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",2019-03-06
39.839,11378,False,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,299534,False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,en,Avengers: Endgame,"[28, 12, 878]",Avengers: Endgame,8.3,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24
39.637,1212,False,/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,423204,False,/7uCHvw3j0G5ns5X2rWuU1BXRmoJ.jpg,en,Angel Has Fallen,"[28, 53]",Angel Has Fallen,6.0,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",2019-08-21
38.023,2757,False,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,398978,False,/nAlOfW2FXchBljZchzjWQWgypVq.jpg,en,The Irishman,"[80, 18, 36]",The Irishman,7.8,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",2019-11-01
37.36,1282,False,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,522938,False,/hl9wGMntYNl4dEYtjgU600GZ8JH.jpg,en,Rambo: Last Blood,"[28, 18, 53]",Rambo: Last Blood,5.9,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",2019-09-19
37.038,1235,False,/mSmiB8XjUnR1GSIljuCPGsk0cwX.jpg,331482,False,/3uTxPIdVEXxHpsHOHdJC24QebBV.jpg,en,Little Women,"[18, 10749]",Little Women,8.0,Four sisters come of age in America in the aftermath of the Civil War.,2019-12-25
35.524,13298,False,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,672,False,/avqzwKn89VetTEvAlBePt3Us6Al.jpg,en,Harry Potter and the Chamber of Secrets,"[12, 14]",Harry Potter and the Chamber of Secrets,7.7,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",2002-11-13
35.214,4329,False,/xRWht48C2V8XNfzvPehyClOvDni.jpg,399579,False,/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,en,Alita: Battle Angel,"[28, 12, 878, 53]",Alita: Battle Angel,6.9,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",2019-01-31
35.2,2677,False,/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,492188,False,/4PCO7tewIGnE6ySjVf2DbJ3pjqq.jpg,en,Marriage Story,[18],Marriage Story,7.9,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",2019-11-06
34.575,2927,False,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,320288,False,/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,en,Dark Phoenix,"[28, 12, 878]",Dark Phoenix,6.0,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",2019-06-05
34.495,3086,False,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,166428,False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,en,How to Train Your Dragon: The Hidden World,"[12, 16, 10751]",How to Train Your Dragon: The Hidden World,7.7,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",2019-01-03
34.046,3771,False,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,301528,False,/m67smI1IIMmYzCl9axvKNULVKLr.jpg,en,Toy Story 4,"[12, 16, 35, 14, 10751]",Toy Story 4,7.5,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",2019-06-19
33.304,3245,False,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,474350,False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,en,It Chapter Two,"[18, 14, 27]",It Chapter Two,6.8,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",2019-09-04
32.784,14178,False,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,284052,False,/tFI8VLMgSTTU38i8TIsklfqS9Nl.jpg,en,Doctor Strange,"[28, 12, 14, 878]",Doctor Strange,7.4,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",2016-10-25
32.712,2107,False,/pU3bnutJU91u3b4IeRPQTOP8jhV.jpg,373571,False,/cNt14e43I2DDW6Xd9zFhrP8eOcA.jpg,en,Godzilla: King of the Monsters,"[878, 28]",Godzilla: King of the Monsters,6.2,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species - thought to be mere myths - rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",2019-05-29
32.503,10027,False,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,424694,False,/93xA62uLd5CwMOAs37eQ7vPc1iV.jpg,en,Bohemian Rhapsody,"[18, 10402]",Bohemian Rhapsody,8.0,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",2018-10-24
32.338,1567,False,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,509967,False,/eFw5YSorHidsajLTayo1noueIxI.jpg,en,6 Underground,"[28, 35, 53]",6 Underground,6.2,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019-12-13
32.167,3248,False,/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,447404,False,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,en,Pokémon Detective Pikachu,"[28, 12, 14]",Pokémon Detective Pikachu,6.9,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",2019-05-03
32.019,13379,False,/1M91Bt3oGspda75H9eLqYZkJzgO.jpg,259316,False,/7GrpqAs0oDcFcwFwyygnUI7BrZA.jpg,en,Fantastic Beasts and Where to Find Them,"[12, 14, 10751]",Fantastic Beasts and Where to Find Them,7.4,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",2016-11-16
31.688,15492,False,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,271110,False,/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg,en,Captain America: Civil War,"[28, 12, 878]",Captain America: Civil War,7.4,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016-04-27
31.573,12846,False,/cGOPbv9wA5gEejkUN892JrveARt.jpg,209112,False,/vsjBeMPZtyB7yNsYY56XYxifaQZ.jpg,en,Batman v Superman: Dawn of Justice,"[28, 12, 14]",Batman v Superman: Dawn of Justice,5.8,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",2016-03-23
31.433,4623,False,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,450465,False,/ngBFDOsx13sFXiMweDoL54XYknR.jpg,en,Glass,"[18, 878, 53]",Glass,6.5,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",2019-01-16
31.232,16134,False,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg,603,False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,en,The Matrix,"[28, 878]",The Matrix,8.1,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-30
30.909,4374,False,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,287947,False,/OIGX2lm5tmlCKvZUghtwHzoxxO.jpg,en,Shazam!,"[28, 35, 14]",Shazam!,7.0,A boy is given the ability to become an adult superhero in times of need with a single magic word.,2019-03-29
30.799,1955,False,/m5LqnnkN09124CSE8yGskeCv3kb.jpg,543540,False,/a1FDYNvHj6dX3IFrxaOeJfCbqPs.jpg,en,The Perfect Date,"[35, 10749]",The Perfect Date,6.3,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019-04-12
30.33,10249,False,/rdPGUJhadPg7FGFNzavib0iwTor.jpg,419430,False,/vZ7EVk7FaNEWYqlVWbFLHP8Z0LU.jpg,en,Get Out,"[27, 9648, 53]",Get Out,7.5,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",2017-02-24
29.679,6177,False,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,338952,False,/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,en,Fantastic Beasts: The Crimes of Grindelwald,"[12, 14, 10751]",Fantastic Beasts: The Crimes of Grindelwald,6.8,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",2018-11-14
28.915,17524,False,/eCt596Z4zkqxW5AHz1HEhGm1eif.jpg,68718,False,/qUcmEqnzIwlwZxSyTf3WliSfAjJ.jpg,en,Django Unchained,"[18, 37]",Django Unchained,8.1,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25
28.622,7708,False,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,260513,False,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,en,Incredibles 2,"[28, 12, 16, 10751]",Incredibles 2,7.5,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",2018-06-14
28.047,3766,False,/qEnH5meR381iMpmCumAIMswcQw2.jpg,404368,False,/88poTBTafMXaz73vYi3c74g0y2k.jpg,en,Ralph Breaks the Internet,"[12, 16, 35, 10751]",Ralph Breaks the Internet,7.2,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, ""Sugar Rush."" In way over their heads, Ralph and Vanellope rely on the citizens of the internet -- the netizens -- to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",2018-11-20
27.318,8013,False,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,335983,False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,en,Venom,"[28, 878]",Venom,6.6,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",2018-09-28
26.873,5473,False,/6cbIDZLfwUTmttXTmNi8Mp3Rnmg.jpg,381284,False,/aRP8QAOhnthglsTUzeLWwoPVV1T.jpg,en,Hidden Figures,"[18, 36]",Hidden Figures,8.0,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",2016-12-10
26.315,7978,False,/5Kg76ldv7VxeX9YlcQXiowHgdX6.jpg,297802,False,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,en,Aquaman,"[28, 12, 14]",Aquaman,6.8,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",2018-12-07
26.182,5424,False,/saF3HtAduvrP9ytXDxSnQJP3oqx.jpg,198184,False,/y5lG7TBpeOMG0jxAaTK0ghZSzBJ.jpg,en,Chappie,"[28, 80, 878]",Chappie,6.7,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",2015-03-04
26.178,10197,False,/q4AK2S94hnG8yabZPgqpmkLeld.jpg,694,False,/h4DcDCOkQBENWBJZjNlPv3adQfM.jpg,en,The Shining,"[27, 53]",The Shining,8.2,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-22
26.087,1399,False,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,508965,False,/xBD64RBepJDWmGhcxZMiJC9JKRZ.jpg,en,Klaus,"[12, 16, 35, 10751]",Klaus,8.4,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019-11-08
25.239,1681,False,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,530385,False,/g6GtOfXtzDpY73ef7wludoorTti.jpg,en,Midsommar,"[18, 27, 9648]",Midsommar,7.1,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",2019-07-03
